,Seller ID,Seller's Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction
1243,1244,BBFF,2018-08-21,2018-08-27,2018-08-31,2018-09-14,2018-09-15
1244,1245,BBFF,2018-08-24,2018-08-31,2018-09-15,2018-09-17,2018-09-25
1245,1246,BBFF,2018-08-25,2018-08-28,2018-09-14,2018-09-18,2018-09-25
1246,1247,BBFF,2018-09-05,2018-09-19,2018-09-28,2018-09-29,2018-09-29
1247,1248,BBFF,2018-09-06,2018-09-07,2018-09-25,2018-09-30,2018-10-17
1248,1249,Digital Service,2018-03-19,2018-03-26,2018-04-07,2018-04-11,2018-04-19
1249,1250,Book,2018-03-20,2018-04-09,2018-04-04,2018-04-12,2018-04-12
1250,1251,Book,2018-03-24,2018-03-28,2018-03-30,2018-04-16,2018-04-16
1251,1252,BBFF,2018-03-28,2018-03-29,2018-03-29,2018-04-20,2018-04-21
1252,1253,Electronic,2018-03-28,2018-03-29,2018-04-17,2018-04-20,2018-04-25
1253,1254,BBFF,2018-03-31,2018-04-16,2018-04-05,2018-04-23,2018-04-24
1254,1255,Electronic,2018-04-09,2018-04-18,2018-04-20,2018-05-02,2018-05-06
1255,1256,BBFF,2018-04-10,2018-04-17,2018-04-23,2018-05-03,2018-05-05
1256,1257,BBFF,2018-04-17,2018-05-07,2018-05-03,2018-05-10,2018-05-15
1257,1258,BBFF,2018-04-17,2018-04-20,2018-05-07,2018-05-10,2018-05-28
1258,1259,BBFF,2018-04-21,2018-05-04,2018-05-08,2018-05-14,2018-05-21
1259,1260,Digital Service,2018-04-23,2018-05-14,2018-05-08,2018-05-16,2018-05-18
1260,1261,LifeStyle,2018-05-02,2018-05-03,2018-05-11,2018-05-25,2018-05-28
1261,1262,BBFF,2018-05-03,2018-05-07,2018-05-18,2018-05-26,2018-06-04
1262,1263,BBFF,2018-05-07,2018-05-25,2018-05-30,2018-05-30,2018-06-10
1263,1264,BBFF,2018-05-28,2018-06-04,2018-06-19,2018-06-20,2018-07-10
1264,1265,Electronic,2018-05-30,2018-06-05,2018-06-21,2018-06-22,2018-08-04
1265,1266,BBFF,2018-06-06,2018-06-26,2018-06-14,2018-06-29,2018-07-01
1266,1267,LifeStyle,2018-06-12,2018-06-30,2018-06-26,2018-07-05,2018-07-12
1267,1268,Electronic,2018-06-18,2018-06-20,2018-07-10,2018-07-11,2018-07-25
1268,1269,LifeStyle,2018-06-29,2018-07-13,2018-07-16,2018-07-22,2018-08-01
1269,1270,BBFF,2018-07-12,2018-07-24,2018-08-02,2018-08-04,2018-08-04
1270,1271,Book,2018-07-12,2018-07-23,2018-07-23,2018-08-04,2018-08-05
1271,1272,BBFF,2018-07-19,2018-07-25,2018-08-02,2018-08-11,2018-08-13
1272,1273,BBFF,2018-07-19,2018-07-24,2018-08-10,2018-08-11,2018-08-30
1273,1274,BBFF,2018-07-28,2018-07-30,2018-08-01,2018-08-20,2018-08-21
1274,1275,BBFF,2018-08-02,2018-08-13,2018-08-15,2018-08-25,2018-08-27
1275,1276,BBFF,2018-08-05,2018-08-17,2018-08-21,2018-08-28,2018-10-10
1276,1277,LifeStyle,2018-08-06,2018-08-14,2018-08-28,2018-08-29,2018-09-07
1277,1278,BBFF,2018-08-07,2018-08-27,2018-08-14,2018-08-30,2018-09-02
1278,1279,BBFF,2018-08-14,2018-08-31,2018-09-06,2018-09-06,2018-09-11
1279,1280,Book,2018-08-14,2018-08-22,2018-09-06,2018-09-06,2018-09-07
1280,1281,Electronic,2018-08-14,2018-08-15,2018-08-30,2018-09-06,2018-09-27
1281,1282,BBFF,2018-08-14,2018-08-15,2018-09-05,2018-09-06,2018-09-10
1282,1283,BBFF,2018-08-16,2018-08-22,2018-09-07,2018-09-08,2018-09-08
1283,1284,LifeStyle,2018-08-16,2018-08-17,2018-08-29,2018-09-08,2018-09-20
1284,1285,BBFF,2018-08-20,2018-08-22,2018-08-21,2018-09-12,2018-09-13
1285,1286,LifeStyle,2018-08-21,2018-08-28,2018-08-27,2018-09-13,2018-09-13
1286,1287,BBFF,2018-08-21,2018-08-23,2018-09-05,2018-09-13,2018-09-14
1287,1288,BBFF,2018-09-10,2018-09-11,2018-09-17,2018-10-03,2018-10-03
1288,1289,LifeStyle,2018-09-11,2018-09-11,2018-09-19,2018-10-04,2018-10-02
1289,1290,BBFF,2018-09-18,2018-09-20,2018-09-20,2018-10-11,2018-10-16
1290,1291,BBFF,2018-09-24,2018-09-25,2018-09-25,2018-10-17,2018-10-17
1291,1292,LifeStyle,2018-03-01,2018-03-15,2018-03-14,2018-03-23,2018-03-24
1292,1293,BBFF,2018-03-05,2018-03-14,2018-03-26,2018-03-27,2018-03-30
1293,1294,Electronic,2018-03-14,2018-03-27,2018-04-04,2018-04-05,2018-05-12
1294,1295,BBFF,2018-03-26,2018-04-02,2018-03-29,2018-04-17,2018-04-19
1295,1296,Electronic,2018-03-28,2018-03-28,2018-04-17,2018-04-19,2018-05-02
1296,1297,Electronic,2018-03-30,2018-04-13,2018-04-17,2018-04-21,2018-05-09
1297,1298,Digital Service,2018-04-03,2018-04-20,2018-04-18,2018-04-25,2018-05-21
1298,1299,Electronic,2018-04-06,2018-04-19,2018-04-23,2018-04-28,2018-07-09
1299,1300,Electronic,2018-04-12,2018-04-20,2018-05-03,2018-05-04,2018-07-30
1300,1301,Electronic,2018-04-16,2018-04-27,2018-04-26,2018-05-08,2018-05-14
1301,1302,Digital Service,2018-04-17,2018-05-04,2018-04-26,2018-05-09,2018-06-04
1302,1303,Electronic,2018-05-07,2018-05-11,2018-05-23,2018-05-29,2018-05-30
1303,1304,LifeStyle,2018-05-08,2018-05-30,2018-05-15,2018-05-30,2018-06-03
1304,1305,BBFF,2018-05-14,2018-05-25,2018-06-04,2018-06-05,2018-06-07
1305,1306,LifeStyle,2018-05-17,2018-05-22,2018-06-07,2018-06-08,2018-06-09
1306,1307,LifeStyle,2018-05-18,2018-05-22,2018-06-05,2018-06-09,2018-06-26
1307,1308,BBFF,2018-05-22,2018-06-01,2018-06-11,2018-06-13,2018-06-14
1308,1309,Digital Service,2018-05-30,2018-06-12,2018-06-08,2018-06-21,2018-07-19
1309,1310,BBFF,2018-06-04,2018-06-08,2018-06-25,2018-06-26,2018-07-26
1310,1311,BBFF,2018-06-05,2018-06-18,2018-06-13,2018-06-27,2018-06-27
1311,1312,Digital Service,2018-06-11,2018-06-14,2018-06-14,2018-07-03,2018-07-15
1312,1313,BBFF,2018-06-19,2018-06-25,2018-07-11,2018-07-11,2018-07-18
1313,1314,BBFF,2018-06-20,2018-07-05,2018-07-11,2018-07-12,2018-07-12
1314,1315,LifeStyle,2018-06-21,2018-06-25,2018-07-05,2018-07-13,2018-07-16
1315,1316,BBFF,2018-06-22,2018-07-11,2018-07-04,2018-07-14,2018-07-17
1316,1317,BBFF,2018-06-30,2018-07-09,2018-07-18,2018-07-22,2018-07-20
1317,1318,LifeStyle,2018-07-24,2018-07-26,2018-08-01,2018-08-15,2018-08-21
1318,1319,BBFF,2018-07-27,2018-08-03,2018-08-16,2018-08-18,2018-10-15
1319,1320,BBFF,2018-07-30,2018-08-13,2018-08-17,2018-08-21,2018-09-12
1320,1321,LifeStyle,2018-08-02,2018-08-03,2018-08-23,2018-08-24,2018-08-27
1321,1322,Electronic,2018-08-07,2018-08-17,2018-08-27,2018-08-29,2018-09-01
1322,1323,LifeStyle,2018-08-15,2018-08-29,2018-08-24,2018-09-06,2018-09-05
1323,1324,BBFF,2018-08-15,2018-08-27,2018-08-31,2018-09-06,2018-09-07
1324,1325,BBFF,2018-08-16,2018-08-22,2018-09-05,2018-09-07,2018-09-16
1325,1326,BBFF,2018-08-20,2018-08-30,2018-09-06,2018-09-11,2018-10-11
1326,1327,BBFF,2018-08-28,2018-08-29,2018-09-10,2018-09-19,2018-09-20
1327,1328,BBFF,2018-08-31,2018-08-31,2018-09-10,2018-09-22,2018-09-23
1328,1329,Digital Service,2018-03-06,2018-03-26,2018-03-22,2018-03-27,2018-04-12
1329,1330,LifeStyle,2018-03-23,2018-03-28,2018-03-29,2018-04-13,2018-07-20
1330,1331,Book,2018-03-23,2018-03-28,2018-04-04,2018-04-13,2018-07-11
1331,1332,BBFF,2018-03-24,2018-03-30,2018-04-13,2018-04-14,2018-05-11
1332,1333,BBFF,2018-04-13,2018-04-20,2018-05-03,2018-05-04,2018-05-22
1333,1334,Digital Service,2018-04-16,2018-04-24,2018-05-05,2018-05-07,2018-05-18
1334,1335,BBFF,2018-04-19,2018-05-07,2018-05-02,2018-05-10,2018-05-17
1335,1336,BBFF,2018-04-19,2018-05-02,2018-05-08,2018-05-10,2018-05-11
1336,1337,Digital Service,2018-04-21,2018-05-09,2018-05-10,2018-05-12,2018-05-21
1337,1338,LifeStyle,2018-04-24,2018-04-27,2018-05-04,2018-05-15,2018-05-24
1338,1339,BBFF,2018-04-24,2018-04-24,2018-04-28,2018-05-15,2018-05-16
1339,1340,Digital Service,2018-04-27,2018-05-16,2018-05-08,2018-05-18,2018-05-29
1340,1341,LifeStyle,2018-04-27,2018-05-08,2018-05-16,2018-05-18,2018-06-06
1341,1342,BBFF,2018-04-27,2018-04-27,2018-05-08,2018-05-18,2018-05-24
1342,1343,BBFF,2018-05-03,2018-05-08,2018-05-23,2018-05-24,2018-06-01
1343,1344,Electronic,2018-05-07,2018-05-11,2018-05-23,2018-05-28,2018-06-12
1344,1345,Book,2018-05-17,2018-05-31,2018-06-04,2018-06-07,2018-06-13
1345,1346,BBFF,2018-05-24,2018-06-04,2018-06-13,2018-06-14,2018-06-19
1346,1347,BBFF,2018-05-29,2018-06-07,2018-05-29,2018-06-19,2018-06-20
1347,1348,LifeStyle,2018-06-02,2018-06-05,2018-06-11,2018-06-23,2018-06-28
1348,1349,Electronic,2018-06-14,2018-06-27,2018-07-04,2018-07-05,2018-07-05
1349,1350,BBFF,2018-06-15,2018-06-30,2018-06-25,2018-07-06,2018-07-07
1350,1351,LifeStyle,2018-06-15,2018-06-18,2018-07-05,2018-07-06,2018-07-10
1351,1352,BBFF,2018-06-21,2018-06-26,2018-07-04,2018-07-12,2018-07-13
1352,1353,BBFF,2018-06-27,2018-07-31,2018-07-17,2018-07-18,2018-09-16
1353,1354,Electronic,2018-07-05,2018-07-23,2018-07-23,2018-07-26,2018-08-02
1354,1355,BBFF,2018-07-06,2018-07-13,2018-07-17,2018-07-27,2018-07-26
1355,1356,LifeStyle,2018-07-09,2018-07-20,2018-07-20,2018-07-30,2018-08-22
1356,1357,Electronic,2018-07-10,2018-07-18,2018-07-12,2018-07-31,2018-08-01
1357,1358,BBFF,2018-07-10,2018-07-18,2018-07-30,2018-07-31,2018-09-21
1358,1359,BBFF,2018-07-12,2018-07-26,2018-07-24,2018-08-02,2018-08-12
1359,1360,BBFF,2018-07-12,2018-07-26,2018-08-01,2018-08-02,2018-08-03
1360,1361,BBFF,2018-07-13,2018-07-24,2018-07-19,2018-08-03,2018-08-14
1361,1362,LifeStyle,2018-07-19,2018-07-26,2018-07-31,2018-08-09,2018-09-18
1362,1363,LifeStyle,2018-08-02,2018-08-14,2018-08-17,2018-08-23,2018-08-25
1363,1364,Book,2018-08-06,2018-08-13,2018-08-17,2018-08-27,2018-09-01
1364,1365,BBFF,2018-08-09,2018-08-17,2018-08-15,2018-08-30,2018-09-01
1365,1366,BBFF,2018-08-14,2018-08-20,2018-08-20,2018-09-04,2018-09-06
1366,1367,LifeStyle,2018-08-16,2018-08-27,2018-08-24,2018-09-06,2018-09-05
1367,1368,BBFF,2018-08-16,2018-08-20,2018-09-04,2018-09-06,2018-09-05
1368,1369,BBFF,2018-08-16,2018-08-17,2018-08-30,2018-09-06,2018-09-15
1369,1370,BBFF,2018-08-17,2018-08-21,2018-08-21,2018-09-07,2018-09-10
1370,1371,BBFF,2018-08-20,2018-08-24,2018-08-28,2018-09-10,2018-09-12
1371,1372,Digital Service,2018-08-23,2018-08-31,2018-09-12,2018-09-13,2018-10-03
1372,1373,Electronic,2018-08-28,2018-08-29,2018-09-18,2018-09-18,2018-10-02
1373,1374,LifeStyle,2018-08-29,2018-09-13,2018-09-17,2018-09-19,2018-10-13
1374,1375,BBFF,2018-08-29,2018-08-29,2018-09-17,2018-09-19,2018-09-22
1375,1376,LifeStyle,2018-09-07,2018-09-17,2018-09-20,2018-09-28,2018-09-29
1376,1377,LifeStyle,2018-09-07,2018-09-07,2018-09-18,2018-09-28,2018-10-10
1377,1378,BBFF,2018-09-10,2018-09-18,2018-09-25,2018-10-01,2018-10-15
1378,1379,BBFF,2018-09-13,2018-09-14,2018-09-21,2018-10-04,2018-10-10
1379,1380,Digital Service,2018-09-17,2018-10-08,2018-10-05,2018-10-08,2018-10-11
1380,1381,LifeStyle,2018-09-22,2018-09-27,2018-10-04,2018-10-13,2018-10-13
1381,1382,Digital Service,2018-03-22,2018-04-03,2018-04-06,2018-04-11,2018-05-13
1382,1383,BBFF,2018-03-22,2018-03-28,2018-04-03,2018-04-11,2018-04-12
1383,1384,Electronic,2018-03-23,2018-03-28,2018-04-09,2018-04-12,2018-04-24
1384,1385,LifeStyle,2018-03-24,2018-03-29,2018-04-04,2018-04-13,2018-04-26
1385,1386,BBFF,2018-03-24,2018-03-28,2018-04-05,2018-04-13,2018-04-26
1386,1387,BBFF,2018-03-24,2018-03-28,2018-04-09,2018-04-13,2018-04-13
1387,1388,BBFF,2018-03-24,2018-03-26,2018-04-04,2018-04-13,2018-04-13
1388,1389,Book,2018-04-04,2018-04-17,2018-04-23,2018-04-24,2018-05-04
1389,1390,LifeStyle,2018-04-06,2018-04-17,2018-04-10,2018-04-26,2018-04-26
1390,1391,LifeStyle,2018-04-06,2018-04-17,2018-04-17,2018-04-26,2018-04-25
1391,1392,LifeStyle,2018-04-17,2018-04-18,2018-05-04,2018-05-07,2018-05-13
1392,1393,LifeStyle,2018-05-03,2018-05-07,2018-05-08,2018-05-23,2018-06-16
1393,1394,LifeStyle,2018-05-04,2018-05-16,2018-05-23,2018-05-24,2018-06-02
1394,1395,Book,2018-05-07,2018-05-25,2018-05-07,2018-05-27,2018-05-27
1395,1396,BBFF,2018-05-16,2018-05-17,2018-05-22,2018-06-05,2018-06-06
1396,1397,BBFF,2018-05-17,2018-05-28,2018-05-21,2018-06-06,2018-06-07
1397,1398,LifeStyle,2018-05-24,2018-06-04,2018-06-12,2018-06-13,2018-07-22
1398,1399,LifeStyle,2018-06-15,2018-08-06,2018-07-04,2018-07-05,2018-08-16
1399,1400,BBFF,2018-06-27,2018-07-16,2018-07-11,2018-07-17,2018-07-24
1400,1401,Digital Service,2018-07-10,2018-07-26,2018-07-18,2018-07-30,2018-07-30
1401,1402,BBFF,2018-07-10,2018-07-17,2018-07-20,2018-07-30,2018-08-07
1402,1403,BBFF,2018-07-13,2018-07-20,2018-08-01,2018-08-02,2018-08-05
1403,1404,LifeStyle,2018-07-26,2018-07-27,2018-08-07,2018-08-15,2018-09-27
1404,1405,LifeStyle,2018-07-27,2018-08-07,2018-08-14,2018-08-16,2018-08-27
1405,1406,BBFF,2018-07-30,2018-07-30,2018-08-14,2018-08-19,2018-08-19
1406,1407,BBFF,2018-07-31,2018-08-06,2018-08-10,2018-08-20,2018-09-21
1407,1408,LifeStyle,2018-08-03,2018-08-14,2018-08-22,2018-08-23,2018-08-24
1408,1409,BBFF,2018-08-07,2018-08-22,2018-08-25,2018-08-27,2018-08-28
1409,1410,BBFF,2018-08-11,2018-08-21,2018-08-28,2018-08-31,2018-10-07
1410,1411,Book,2018-08-16,2018-08-17,2018-08-21,2018-09-05,2018-09-04
1411,1412,BBFF,2018-08-17,2018-08-23,2018-09-04,2018-09-06,2018-09-13
1412,1413,BBFF,2018-08-20,2018-08-22,2018-09-07,2018-09-09,2018-09-10
1413,1414,LifeStyle,2018-08-21,2018-08-22,2018-09-07,2018-09-10,2018-09-14
1414,1415,Electronic,2018-08-22,2018-08-24,2018-09-10,2018-09-11,2018-09-16
1415,1416,BBFF,2018-08-23,2018-08-25,2018-09-05,2018-09-12,2018-09-18
1416,1417,Book,2018-09-05,2018-09-10,2018-09-10,2018-09-25,2018-09-25
1417,1418,BBFF,2018-09-06,2018-09-25,2018-09-25,2018-09-26,2018-09-30
1418,1419,BBFF,2018-09-06,2018-09-12,2018-09-20,2018-09-26,2018-09-28
1419,1420,Electronic,2018-09-07,2018-09-13,2018-09-20,2018-09-27,2018-10-05
1420,1421,BBFF,2018-09-12,2018-09-21,2018-10-01,2018-10-02,2018-10-06
1421,1422,BBFF,2018-09-18,2018-09-20,2018-10-02,2018-10-08,2018-10-08
1422,1423,BBFF,2018-09-19,2018-09-27,2018-10-04,2018-10-09,2018-10-17
1423,1424,LifeStyle,2018-09-21,2018-10-10,2018-10-08,2018-10-11,2018-10-12
1424,1425,BBFF,2018-03-14,2018-03-22,2018-03-18,2018-04-02,2018-04-01
1425,1426,BBFF,2018-03-22,2018-03-27,2018-03-28,2018-04-10,2018-04-10
1426,1427,BBFF,2018-03-23,2018-03-28,2018-04-06,2018-04-11,2018-04-13
1427,1428,BBFF,2018-03-23,2018-03-28,2018-04-09,2018-04-11,2018-04-15
1428,1429,Digital Service,2018-03-29,2018-04-11,2018-04-12,2018-04-17,2018-07-05
1429,1430,BBFF,2018-04-17,2018-04-17,2018-04-29,2018-05-06,2018-05-06
1430,1431,BBFF,2018-05-02,2018-05-04,2018-05-09,2018-05-21,2018-05-22
1431,1432,Digital Service,2018-05-03,2018-05-08,2018-05-10,2018-05-22,2018-08-06
1432,1433,LifeStyle,2018-05-03,2018-05-04,2018-05-21,2018-05-22,2018-06-16
1433,1434,BBFF,2018-05-11,2018-05-29,2018-05-24,2018-05-30,2018-06-08
1434,1435,BBFF,2018-05-21,2018-05-24,2018-06-08,2018-06-09,2018-06-22
1435,1436,BBFF,2018-05-25,2018-06-07,2018-06-12,2018-06-13,2018-06-13
1436,1437,LifeStyle,2018-05-31,2018-06-04,2018-06-18,2018-06-19,2018-06-21
1437,1438,BBFF,2018-06-07,2018-06-25,2018-06-20,2018-06-26,2018-07-04
1438,1439,Electronic,2018-07-04,2018-07-17,2018-07-20,2018-07-23,2018-08-01
1439,1440,LifeStyle,2018-07-10,2018-07-27,2018-07-20,2018-07-29,2018-09-10
1440,1441,LifeStyle,2018-07-17,2018-07-28,2018-07-25,2018-08-05,2018-08-04
1441,1442,LifeStyle,2018-07-21,2018-07-26,2018-08-03,2018-08-09,2018-08-08
1442,1443,Digital Service,2018-07-26,2018-08-13,2018-08-07,2018-08-14,2018-08-26
1443,1444,Electronic,2018-07-26,2018-07-28,2018-08-09,2018-08-14,2018-08-18
1444,1445,Electronic,2018-07-30,2018-07-30,2018-08-17,2018-08-18,2018-08-19
1445,1446,Electronic,2018-07-30,2018-07-30,2018-08-17,2018-08-18,2018-08-22
1446,1447,Electronic,2018-07-30,2018-07-30,2018-08-17,2018-08-18,2018-09-22
1447,1448,BBFF,2018-08-06,2018-08-13,2018-08-24,2018-08-25,2018-09-04
1448,1449,LifeStyle,2018-08-09,2018-08-13,2018-08-13,2018-08-28,2018-09-24
1449,1450,LifeStyle,2018-08-10,2018-08-16,2018-08-15,2018-08-29,2018-10-16
1450,1451,Digital Service,2018-08-18,2018-08-23,2018-09-05,2018-09-06,2018-10-11
1451,1452,Electronic,2018-08-20,2018-08-28,2018-09-04,2018-09-08,2018-10-10
1452,1453,Electronic,2018-08-20,2018-08-21,2018-08-25,2018-09-08,2018-09-08
1453,1454,Book,2018-09-02,2018-09-04,2018-09-20,2018-09-21,2018-09-21
1454,1455,Book,2018-09-05,2018-09-07,2018-09-18,2018-09-24,2018-09-25
1455,1456,BBFF,2018-09-05,2018-09-06,2018-09-20,2018-09-24,2018-09-28
1456,1457,LifeStyle,2018-09-13,2018-09-20,2018-09-21,2018-10-02,2018-10-11
1457,1458,BBFF,2018-09-19,2018-09-26,2018-09-28,2018-10-08,2018-10-13
1458,1459,Book,2018-09-20,2018-09-24,2018-09-24,2018-10-09,2018-10-10
1459,1460,BBFF,2018-09-22,2018-09-25,2018-09-25,2018-10-11,2018-10-14
1460,1461,BBFF,2018-03-19,2018-03-27,2018-04-03,2018-04-06,2018-04-18
1461,1462,LifeStyle,2018-03-19,2018-03-27,2018-04-05,2018-04-06,2018-04-20
1462,1463,BBFF,2018-03-23,2018-03-29,2018-04-05,2018-04-10,2018-04-11
1463,1464,BBFF,2018-03-26,2018-04-02,2018-04-05,2018-04-13,2018-04-13
1464,1465,LifeStyle,2018-03-26,2018-03-29,2018-04-07,2018-04-13,2018-04-14
1465,1466,BBFF,2018-03-30,2018-04-12,2018-04-11,2018-04-17,2018-04-30
1466,1467,Digital Service,2018-04-30,2018-05-16,2018-05-10,2018-05-18,2018-05-23
1467,1468,LifeStyle,2018-05-04,2018-05-08,2018-05-09,2018-05-22,2018-05-22
1468,1469,Electronic,2018-05-07,2018-05-11,2018-05-23,2018-05-25,2018-06-08
1469,1470,BBFF,2018-05-08,2018-05-15,2018-05-25,2018-05-26,2018-05-27
1470,1471,BBFF,2018-05-11,2018-05-16,2018-05-29,2018-05-29,2018-07-09
1471,1472,BBFF,2018-05-17,2018-05-18,2018-05-30,2018-06-04,2018-06-25
1472,1473,BBFF,2018-05-30,2018-06-13,2018-06-11,2018-06-17,2018-06-19
1473,1474,Electronic,2018-06-04,2018-06-18,2018-06-20,2018-06-22,2018-06-25
1474,1475,Electronic,2018-06-09,2018-06-22,2018-06-26,2018-06-27,2018-08-12
1475,1476,BBFF,2018-06-26,2018-07-23,2018-07-13,2018-07-14,2018-08-25
1476,1477,LifeStyle,2018-06-27,2018-07-11,2018-07-06,2018-07-15,2018-07-14
1477,1478,BBFF,2018-07-13,2018-07-30,2018-07-26,2018-07-31,2018-08-04
1478,1479,BBFF,2018-07-13,2018-07-30,2018-07-26,2018-07-31,2018-08-08
1479,1480,LifeStyle,2018-07-14,2018-07-31,2018-07-31,2018-08-01,2018-08-05
1480,1481,BBFF,2018-07-27,2018-08-07,2018-08-10,2018-08-14,2018-08-14
1481,1482,LifeStyle,2018-07-28,2018-07-31,2018-08-14,2018-08-15,2018-09-20
1482,1483,BBFF,2018-07-30,2018-08-08,2018-08-15,2018-08-17,2018-08-24
1483,1484,BBFF,2018-08-03,2018-08-10,2018-08-20,2018-08-21,2018-08-22
1484,1485,BBFF,2018-08-05,2018-08-16,2018-08-17,2018-08-23,2018-08-24
1485,1486,Electronic,2018-08-06,2018-08-07,2018-08-23,2018-08-24,2018-08-25
1486,1487,BBFF,2018-08-09,2018-08-13,2018-08-24,2018-08-27,2018-09-04
1487,1488,BBFF,2018-08-10,2018-08-16,2018-08-16,2018-08-28,2018-09-03
1488,1489,BBFF,2018-08-10,2018-08-14,2018-08-22,2018-08-28,2018-08-29
1489,1490,LifeStyle,2018-08-22,2018-08-24,2018-09-08,2018-09-09,2018-09-10
1490,1491,Electronic,2018-08-27,2018-08-28,2018-09-10,2018-09-14,2018-09-18
1491,1492,LifeStyle,2018-09-04,2018-09-05,2018-09-21,2018-09-22,2018-10-12
1492,1493,BBFF,2018-09-05,2018-09-05,2018-09-20,2018-09-23,2018-09-25
1493,1494,BBFF,2018-09-06,2018-09-13,2018-09-19,2018-09-24,2018-09-24
1494,1495,LifeStyle,2018-09-20,2018-09-24,2018-09-24,2018-10-08,2018-10-08
1495,1496,LifeStyle,2018-03-06,2018-03-08,2018-03-15,2018-03-23,2018-03-24
1496,1497,BBFF,2018-03-24,2018-04-09,2018-04-03,2018-04-10,2018-04-12
1497,1498,LifeStyle,2018-03-24,2018-03-29,2018-04-04,2018-04-10,2018-04-13
1498,1499,Electronic,2018-03-24,2018-03-29,2018-04-06,2018-04-10,2018-04-18
1499,1500,LifeStyle,2018-03-28,2018-04-13,2018-04-11,2018-04-14,2018-07-19
1500,1501,LifeStyle,2018-03-29,2018-03-30,2018-04-09,2018-04-15,2018-04-14
1501,1502,BBFF,2018-04-05,2018-04-12,2018-04-08,2018-04-22,2018-05-03
1502,1503,Electronic,2018-04-09,2018-05-03,2018-04-26,2018-04-26,2018-05-07
1503,1504,BBFF,2018-04-11,2018-04-17,2018-04-20,2018-04-28,2018-05-04
1504,1505,LifeStyle,2018-04-17,2018-04-23,2018-05-03,2018-05-04,2018-05-17
1505,1506,LifeStyle,2018-04-20,2018-05-04,2018-04-27,2018-05-07,2018-05-09
1506,1507,BBFF,2018-04-28,2018-05-02,2018-05-10,2018-05-15,2018-05-18
1507,1508,Electronic,2018-05-11,2018-05-16,2018-05-25,2018-05-28,2018-05-31
1508,1509,Digital Service,2018-05-12,2018-05-22,2018-05-25,2018-05-29,2018-06-04
1509,1510,BBFF,2018-05-21,2018-05-25,2018-05-31,2018-06-07,2018-06-07
1510,1511,BBFF,2018-05-31,2018-06-04,2018-06-13,2018-06-17,2018-08-30
1511,1512,Book,2018-06-05,2018-06-21,2018-06-21,2018-06-22,2018-06-22
1512,1513,BBFF,2018-06-06,2018-06-08,2018-06-21,2018-06-23,2018-06-24
1513,1514,BBFF,2018-06-18,2018-06-30,2018-07-04,2018-07-05,2018-07-26
1514,1515,BBFF,2018-06-23,2018-06-28,2018-07-04,2018-07-10,2018-07-11
1515,1516,Electronic,2018-06-25,2018-07-05,2018-07-11,2018-07-12,2018-07-14
1516,1517,Electronic,2018-07-05,2018-07-13,2018-07-20,2018-07-22,2018-07-23
1517,1518,BBFF,2018-07-06,2018-07-18,2018-07-18,2018-07-23,2018-07-25
1518,1519,BBFF,2018-07-10,2018-07-23,2018-07-18,2018-07-27,2018-08-06
1519,1520,Electronic,2018-07-23,2018-08-03,2018-08-08,2018-08-09,2018-10-18
1520,1521,LifeStyle,2018-07-24,2018-08-07,2018-08-08,2018-08-10,2018-08-12
1521,1522,LifeStyle,2018-07-24,2018-07-24,2018-07-25,2018-08-10,2018-08-12
1522,1523,BBFF,2018-07-29,2018-08-06,2018-08-14,2018-08-15,2018-08-17
1523,1524,BBFF,2018-07-29,2018-08-03,2018-08-09,2018-08-15,2018-08-20
1524,1525,BBFF,2018-07-31,2018-08-02,2018-08-07,2018-08-17,2018-09-07
1525,1526,BBFF,2018-08-09,2018-08-20,2018-08-21,2018-08-26,2018-09-23
1526,1527,BBFF,2018-08-09,2018-08-15,2018-08-23,2018-08-26,2018-09-04
1527,1528,BBFF,2018-08-10,2018-08-15,2018-08-21,2018-08-27,2018-08-31
1528,1529,BBFF,2018-08-11,2018-08-21,2018-08-27,2018-08-28,2018-08-27
1529,1530,BBFF,2018-08-13,2018-08-15,2018-08-26,2018-08-30,2018-09-04
1530,1531,BBFF,2018-08-18,2018-08-27,2018-08-24,2018-09-04,2018-10-11
1531,1532,LifeStyle,2018-08-20,2018-08-30,2018-09-04,2018-09-06,2018-09-12
1532,1533,BBFF,2018-08-20,2018-08-21,2018-08-31,2018-09-06,2018-09-06
1533,1534,Book,2018-08-27,2018-09-07,2018-09-07,2018-09-13,2018-09-15
1534,1535,BBFF,2018-09-04,2018-09-10,2018-09-20,2018-09-21,2018-09-24
1535,1536,BBFF,2018-09-08,2018-09-12,2018-09-24,2018-09-25,2018-09-28
1536,1537,BBFF,2018-09-10,2018-09-13,2018-09-20,2018-09-27,2018-10-01
1537,1538,BBFF,2018-09-11,2018-09-28,2018-09-27,2018-09-28,2018-10-05
1538,1539,BBFF,2018-09-11,2018-09-14,2018-09-26,2018-09-28,2018-10-07
1539,1540,BBFF,2018-09-12,2018-09-25,2018-09-25,2018-09-29,2018-10-05
1540,1541,BBFF,2018-09-15,2018-09-27,2018-10-02,2018-10-02,2018-10-03
1541,1542,BBFF,2018-09-15,2018-09-19,2018-10-03,2018-10-02,2018-10-09
1542,1543,BBFF,2018-09-17,2018-10-16,2018-10-05,2018-10-04,2018-10-16
